customerid,customername,customersegment,country,city
1854,Customer 1854,Segment B,Country A,City D
1855,Customer 1855,Segment C,Country B,City A
1856,Customer 1856,Segment A,Country B,City E
1857,Customer 1857,Segment C,Country A,City C
1858,Customer 1858,Segment C,Country A,City B
1859,Customer 1859,Segment C,Country A,City A
1860,Customer 1860,Segment C,Country A,City A
1861,Customer 1861,Segment B,Country C,City C
1862,Customer 1862,Segment C,Country A,City B
1863,Customer 1863,Segment C,Country C,City C
1864,Customer 1864,Segment C,Country A,City E
1865,Customer 1865,Segment B,Country A,City A
1866,Customer 1866,Segment B,Country B,City B
1867,Customer 1867,Segment B,Country A,City E
1868,Customer 1868,Segment C,Country C,City A
1869,Customer 1869,Segment B,Country C,City E
1870,Customer 1870,Segment A,Country A,City B
1871,Customer 1871,Segment B,Country B,City B
1872,Customer 1872,Segment A,Country C,City E
1873,Customer 1873,Segment C,Country B,City D
1874,Customer 1874,Segment B,Country B,City C
1875,Customer 1875,Segment A,Country A,City A
1876,Customer 1876,Segment A,Country B,City B
1877,Customer 1877,Segment B,Country A,City C
1878,Customer 1878,Segment A,Country C,City C
1879,Customer 1879,Segment C,Country B,City C
1880,Customer 1880,Segment B,Country B,City E
1881,Customer 1881,Segment C,Country C,City E
1882,Customer 1882,Segment C,Country A,City C
1883,Customer 1883,Segment A,Country C,City B
1884,Customer 1884,Segment A,Country C,City B
1885,Customer 1885,Segment A,Country C,City E
1886,Customer 1886,Segment A,Country B,City B
1887,Customer 1887,Segment C,Country B,City A
1888,Customer 1888,Segment A,Country C,City A
1889,Customer 1889,Segment B,Country C,City E
1890,Customer 1890,Segment C,Country C,City D
1891,Customer 1891,Segment B,Country C,City E
1892,Customer 1892,Segment A,Country A,City A
1893,Customer 1893,Segment A,Country A,City C
1894,Customer 1894,Segment A,Country C,City D
1895,Customer 1895,Segment A,Country B,City E
1896,Customer 1896,Segment A,Country A,City C
1897,Customer 1897,Segment C,Country A,City B
1898,Customer 1898,Segment A,Country B,City B
1899,Customer 1899,Segment B,Country A,City A
1900,Customer 1900,Segment A,Country B,City D
1901,Customer 1901,Segment A,Country C,City D
1902,Customer 1902,Segment A,Country C,City E
1903,Customer 1903,Segment A,Country C,City B
1904,Customer 1904,Segment B,Country C,City C
1905,Customer 1905,Segment C,Country B,City C
1906,Customer 1906,Segment A,Country C,City C
1907,Customer 1907,Segment C,Country A,City C
1908,Customer 1908,Segment B,Country B,City D
1909,Customer 1909,Segment B,Country A,City D
1910,Customer 1910,Segment B,Country C,City D
1911,Customer 1911,Segment B,Country A,City E
1912,Customer 1912,Segment A,Country A,City E
1913,Customer 1913,Segment A,Country C,City C
1914,Customer 1914,Segment B,Country B,City B
1915,Customer 1915,Segment A,Country C,City B
1916,Customer 1916,Segment C,Country C,City B
1917,Customer 1917,Segment B,Country C,City E
1918,Customer 1918,Segment A,Country C,City B
1919,Customer 1919,Segment C,Country A,City D
1920,Customer 1920,Segment A,Country C,City A
1921,Customer 1921,Segment B,Country A,City C
1922,Customer 1922,Segment B,Country B,City A
1923,Customer 1923,Segment B,Country C,City C
1924,Customer 1924,Segment B,Country C,City C
1925,Customer 1925,Segment C,Country C,City B
1926,Customer 1926,Segment B,Country A,City B
1927,Customer 1927,Segment A,Country C,City E
1928,Customer 1928,Segment B,Country A,City D
1929,Customer 1929,Segment C,Country B,City A
1930,Customer 1930,Segment C,Country C,City A
1931,Customer 1931,Segment C,Country A,City E
1932,Customer 1932,Segment C,Country C,City C
1933,Customer 1933,Segment A,Country B,City C
1934,Customer 1934,Segment A,Country A,City B
1935,Customer 1935,Segment B,Country B,City B
1936,Customer 1936,Segment A,Country A,City B
1937,Customer 1937,Segment A,Country B,City A
1938,Customer 1938,Segment C,Country C,City D
1939,Customer 1939,Segment A,Country B,City C
1940,Customer 1940,Segment C,Country A,City D
1941,Customer 1941,Segment B,Country B,City E
1942,Customer 1942,Segment A,Country A,City C
1943,Customer 1943,Segment A,Country B,City D
1944,Customer 1944,Segment B,Country B,City C
1945,Customer 1945,Segment A,Country A,City A
1946,Customer 1946,Segment B,Country B,City A
1947,Customer 1947,Segment B,Country C,City A
1948,Customer 1948,Segment A,Country C,City D
1949,Customer 1949,Segment B,Country C,City B
1950,Customer 1950,Segment B,Country A,City C
1951,Customer 1951,Segment A,Country C,City E
1952,Customer 1952,Segment B,Country B,City D
1953,Customer 1953,Segment C,Country A,City B
1954,Customer 1954,Segment A,Country B,City A
1955,Customer 1955,Segment C,Country B,City C
1956,Customer 1956,Segment A,Country C,City E
1957,Customer 1957,Segment B,Country B,City A
1958,Customer 1958,Segment A,Country A,City E
1959,Customer 1959,Segment B,Country A,City D
1960,Customer 1960,Segment A,Country C,City B
1961,Customer 1961,Segment A,Country A,City D
1962,Customer 1962,Segment A,Country A,City C
1963,Customer 1963,Segment B,Country A,City C
1964,Customer 1964,Segment B,Country B,City C
1965,Customer 1965,Segment C,Country C,City E
1966,Customer 1966,Segment A,Country B,City C
1967,Customer 1967,Segment A,Country C,City B
1968,Customer 1968,Segment B,Country C,City D
1969,Customer 1969,Segment B,Country B,City D
1970,Customer 1970,Segment C,Country A,City D
1971,Customer 1971,Segment C,Country B,City D
1972,Customer 1972,Segment B,Country B,City D
1973,Customer 1973,Segment C,Country A,City E
1974,Customer 1974,Segment A,Country A,City A
1975,Customer 1975,Segment A,Country A,City A
1976,Customer 1976,Segment B,Country A,City D
1977,Customer 1977,Segment C,Country B,City C
1978,Customer 1978,Segment A,Country B,City D
1979,Customer 1979,Segment A,Country A,City A
1980,Customer 1980,Segment B,Country B,City C
1981,Customer 1981,Segment B,Country A,City D
1982,Customer 1982,Segment C,Country A,City E
1983,Customer 1983,Segment A,Country B,City E
1984,Customer 1984,Segment B,Country B,City A
1985,Customer 1985,Segment B,Country B,City E
1986,Customer 1986,Segment C,Country B,City B
1987,Customer 1987,Segment B,Country B,City D
1988,Customer 1988,Segment B,Country C,City A
1989,Customer 1989,Segment A,Country A,City B
1990,Customer 1990,Segment C,Country A,City D
1991,Customer 1991,Segment A,Country B,City D
1992,Customer 1992,Segment C,Country C,City D
1993,Customer 1993,Segment A,Country C,City E
1994,Customer 1994,Segment B,Country C,City E
1995,Customer 1995,Segment C,Country C,City E
1996,Customer 1996,Segment A,Country A,City A
1997,Customer 1997,Segment A,Country B,City C
1998,Customer 1998,Segment C,Country C,City A
1999,Customer 1999,Segment A,Country B,City D
2000,Customer 2000,Segment B,Country B,City C
2001,Customer 2001,Segment C,Country B,City A
2002,Customer 2002,Segment A,Country C,City E
2003,Customer 2003,Segment A,Country B,City C
2004,Customer 2004,Segment A,Country A,City C
2005,Customer 2005,Segment B,Country C,City E
2006,Customer 2006,Segment A,Country A,City B
2007,Customer 2007,Segment A,Country C,City E
2008,Customer 2008,Segment B,Country A,City B
2009,Customer 2009,Segment C,Country A,City B
2010,Customer 2010,Segment C,Country B,City C
2011,Customer 2011,Segment B,Country C,City E
2012,Customer 2012,Segment C,Country A,City D
2013,Customer 2013,Segment C,Country B,City C
2014,Customer 2014,Segment A,Country C,City C
2015,Customer 2015,Segment C,Country A,City B
2016,Customer 2016,Segment B,Country A,City C
2017,Customer 2017,Segment A,Country C,City D
2018,Customer 2018,Segment A,Country A,City A
2019,Customer 2019,Segment C,Country B,City E
2020,Customer 2020,Segment A,Country C,City A
2021,Customer 2021,Segment A,Country C,City E
2022,Customer 2022,Segment A,Country C,City E
2023,Customer 2023,Segment A,Country A,City C
2024,Customer 2024,Segment B,Country C,City A
2025,Customer 2025,Segment B,Country B,City A
2026,Customer 2026,Segment C,Country B,City D
2027,Customer 2027,Segment C,Country A,City D
2028,Customer 2028,Segment B,Country B,City D
2029,Customer 2029,Segment A,Country C,City A
2030,Customer 2030,Segment A,Country A,City C
2031,Customer 2031,Segment B,Country C,City D
2032,Customer 2032,Segment C,Country A,City E
2033,Customer 2033,Segment C,Country A,City B
2034,Customer 2034,Segment B,Country C,City E
2035,Customer 2035,Segment C,Country C,City B
2036,Customer 2036,Segment B,Country B,City A
2037,Customer 2037,Segment B,Country A,City B
2038,Customer 2038,Segment A,Country C,City E
2039,Customer 2039,Segment A,Country C,City E
2040,Customer 2040,Segment A,Country B,City D
2041,Customer 2041,Segment B,Country C,City A
2042,Customer 2042,Segment A,Country C,City C
2043,Customer 2043,Segment A,Country A,City D
2044,Customer 2044,Segment C,Country B,City C
2045,Customer 2045,Segment B,Country B,City A
2046,Customer 2046,Segment C,Country B,City A
2047,Customer 2047,Segment C,Country C,City C
2048,Customer 2048,Segment B,Country C,City D
2049,Customer 2049,Segment A,Country A,City D
2050,Customer 2050,Segment A,Country A,City D
2051,Customer 2051,Segment B,Country A,City C
2052,Customer 2052,Segment A,Country A,City A
2053,Customer 2053,Segment B,Country B,City B
2054,Customer 2054,Segment C,Country A,City C
2055,Customer 2055,Segment C,Country B,City B
2056,Customer 2056,Segment B,Country B,City C
2057,Customer 2057,Segment B,Country C,City C
2058,Customer 2058,Segment B,Country A,City D
2059,Customer 2059,Segment C,Country A,City A
2060,Customer 2060,Segment A,Country A,City A
2061,Customer 2061,Segment A,Country B,City C
2062,Customer 2062,Segment A,Country A,City C
2063,Customer 2063,Segment A,Country B,City A
2064,Customer 2064,Segment A,Country A,City A
2065,Customer 2065,Segment C,Country C,City A
2066,Customer 2066,Segment A,Country C,City B
2067,Customer 2067,Segment C,Country A,City E
2068,Customer 2068,Segment A,Country C,City E
2069,Customer 2069,Segment B,Country B,City E
2070,Customer 2070,Segment A,Country B,City B
2071,Customer 2071,Segment C,Country A,City B
2072,Customer 2072,Segment C,Country C,City C
2073,Customer 2073,Segment B,Country B,City C
2074,Customer 2074,Segment B,Country B,City C
2075,Customer 2075,Segment C,Country B,City D
2076,Customer 2076,Segment B,Country C,City D
2077,Customer 2077,Segment C,Country C,City E
2078,Customer 2078,Segment B,Country C,City B
2079,Customer 2079,Segment A,Country A,City C
2080,Customer 2080,Segment A,Country B,City D
2081,Customer 2081,Segment B,Country C,City B
2082,Customer 2082,Segment A,Country C,City E
2083,Customer 2083,Segment B,Country A,City C
2084,Customer 2084,Segment B,Country C,City A
2085,Customer 2085,Segment C,Country A,City C
2086,Customer 2086,Segment B,Country B,City A
2087,Customer 2087,Segment A,Country C,City D
2088,Customer 2088,Segment B,Country C,City A
2089,Customer 2089,Segment A,Country B,City D
2090,Customer 2090,Segment C,Country B,City A
2091,Customer 2091,Segment B,Country A,City A
2092,Customer 2092,Segment A,Country B,City E
2093,Customer 2093,Segment C,Country B,City D
2094,Customer 2094,Segment A,Country C,City A
2095,Customer 2095,Segment B,Country A,City A
2096,Customer 2096,Segment A,Country C,City E
2097,Customer 2097,Segment C,Country C,City A
2098,Customer 2098,Segment B,Country A,City C
2099,Customer 2099,Segment C,Country B,City A
2100,Customer 2100,Segment C,Country B,City C
2101,Customer 2101,Segment B,Country C,City D
2102,Customer 2102,Segment A,Country B,City D
2103,Customer 2103,Segment B,Country C,City C
2104,Customer 2104,Segment A,Country C,City B
2105,Customer 2105,Segment C,Country B,City D
2106,Customer 2106,Segment B,Country C,City E
2107,Customer 2107,Segment A,Country C,City C
2108,Customer 2108,Segment B,Country A,City C
2109,Customer 2109,Segment B,Country C,City E
2110,Customer 2110,Segment B,Country B,City E
2111,Customer 2111,Segment C,Country B,City A
2112,Customer 2112,Segment B,Country C,City E
2113,Customer 2113,Segment B,Country C,City E
2114,Customer 2114,Segment C,Country A,City A
2115,Customer 2115,Segment B,Country C,City E
2116,Customer 2116,Segment B,Country B,City D
2117,Customer 2117,Segment A,Country C,City C
2118,Customer 2118,Segment C,Country A,City E
2119,Customer 2119,Segment C,Country B,City B
2120,Customer 2120,Segment B,Country A,City C
2121,Customer 2121,Segment A,Country C,City D
2122,Customer 2122,Segment C,Country C,City C
2123,Customer 2123,Segment B,Country A,City A
2124,Customer 2124,Segment A,Country B,City E
2125,Customer 2125,Segment A,Country C,City E
2126,Customer 2126,Segment B,Country A,City B
2127,Customer 2127,Segment A,Country A,City A
2128,Customer 2128,Segment B,Country C,City B
2129,Customer 2129,Segment A,Country B,City E
2130,Customer 2130,Segment B,Country A,City A
2131,Customer 2131,Segment B,Country A,City A
2132,Customer 2132,Segment A,Country A,City E
2133,Customer 2133,Segment A,Country A,City C
2134,Customer 2134,Segment B,Country B,City D
2135,Customer 2135,Segment B,Country C,City B
2136,Customer 2136,Segment B,Country C,City E
2137,Customer 2137,Segment B,Country C,City D
2138,Customer 2138,Segment A,Country C,City E
2139,Customer 2139,Segment C,Country B,City D
2140,Customer 2140,Segment C,Country C,City D
2141,Customer 2141,Segment C,Country A,City C
2142,Customer 2142,Segment A,Country C,City C
2143,Customer 2143,Segment B,Country A,City C
2144,Customer 2144,Segment A,Country C,City C
2145,Customer 2145,Segment C,Country C,City E
2146,Customer 2146,Segment A,Country C,City A
2147,Customer 2147,Segment A,Country C,City E
2148,Customer 2148,Segment A,Country C,City B
2149,Customer 2149,Segment C,Country C,City B
2150,Customer 2150,Segment B,Country C,City D
2151,Customer 2151,Segment B,Country A,City C
2152,Customer 2152,Segment C,Country C,City A
2153,Customer 2153,Segment A,Country A,City B
2154,Customer 2154,Segment A,Country A,City D
2155,Customer 2155,Segment B,Country C,City B
2156,Customer 2156,Segment A,Country C,City C
2157,Customer 2157,Segment C,Country A,City D
2158,Customer 2158,Segment B,Country B,City D
2159,Customer 2159,Segment C,Country C,City E
2160,Customer 2160,Segment B,Country C,City C
2161,Customer 2161,Segment B,Country B,City E
2162,Customer 2162,Segment C,Country A,City D
2163,Customer 2163,Segment B,Country C,City E
2164,Customer 2164,Segment B,Country C,City E
2165,Customer 2165,Segment A,Country A,City C
2166,Customer 2166,Segment C,Country A,City B
2167,Customer 2167,Segment A,Country B,City B
2168,Customer 2168,Segment B,Country C,City D
2169,Customer 2169,Segment A,Country C,City E
2170,Customer 2170,Segment C,Country B,City E
2171,Customer 2171,Segment B,Country A,City A
2172,Customer 2172,Segment C,Country A,City A
2173,Customer 2173,Segment C,Country A,City E
2174,Customer 2174,Segment A,Country A,City E
2175,Customer 2175,Segment B,Country A,City B
2176,Customer 2176,Segment B,Country C,City A
2177,Customer 2177,Segment B,Country C,City C
2178,Customer 2178,Segment B,Country A,City A
2179,Customer 2179,Segment C,Country C,City B
2180,Customer 2180,Segment C,Country C,City D
2181,Customer 2181,Segment C,Country B,City E
2182,Customer 2182,Segment A,Country A,City C
2183,Customer 2183,Segment C,Country A,City A
2184,Customer 2184,Segment A,Country C,City A
2185,Customer 2185,Segment A,Country B,City D
2186,Customer 2186,Segment A,Country B,City E
2187,Customer 2187,Segment A,Country A,City A
2188,Customer 2188,Segment C,Country A,City E
2189,Customer 2189,Segment B,Country B,City A
2190,Customer 2190,Segment B,Country C,City C
2191,Customer 2191,Segment B,Country A,City E
2192,Customer 2192,Segment C,Country B,City C
2193,Customer 2193,Segment C,Country B,City E
2194,Customer 2194,Segment C,Country C,City D
2195,Customer 2195,Segment C,Country C,City A
2196,Customer 2196,Segment B,Country B,City C
2197,Customer 2197,Segment A,Country A,City B
